                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     42,                0.49652,                0.41127,                0.93428,                0.90141,                0.71642,                0.80813,                0.68043,                0.68438,                 0.9741,                 1.0213,               0.062025,              0.0040254,              0.0040254
                     43,                0.52966,                  0.465,                0.96067,                0.89833,                0.71642,                0.77992,                0.64023,                0.77123,                 1.0607,                 1.0976,               0.061117,              0.0041169,              0.0041169
                     44,                0.50228,                0.47818,                0.94896,                0.91662,                0.65633,                0.76565,                0.63537,                0.72205,                 1.1145,                 1.0684,               0.060208,              0.0042083,              0.0042083
                     45,                0.41695,                0.42301,                0.84972,                0.89444,                0.64179,                   0.75,                0.63041,                0.78194,                 1.1174,                  1.121,                 0.0593,              0.0042995,              0.0042995
                     46,                0.57873,                0.53917,                0.98298,                0.85797,                 0.6312,                0.69051,                0.56905,                0.78762,                 1.4004,                 1.1321,               0.058391,              0.0043905,              0.0043905
                     47,                0.46061,                 0.5331,                0.88964,                 0.8552,                0.70526,                0.74899,                0.61696,                0.72929,                 1.5399,                 1.1056,               0.057481,              0.0044813,              0.0044813
                     48,                0.56124,                0.59376,                0.95338,                0.84797,                0.71642,                0.80728,                0.65716,                0.71592,                 1.1055,                 1.0774,               0.056572,              0.0045719,              0.0045719
                     49,                0.53133,                0.41868,                0.93892,                 0.8528,                0.65672,                 0.7948,                0.62895,                0.80334,                 1.2286,                 1.1111,               0.055662,              0.0046623,              0.0046623
                     50,                0.49906,                0.40578,                0.92213,                0.87926,                0.65218,                0.73174,                0.60369,                0.72568,                  1.291,                 1.0619,               0.054753,              0.0047525,              0.0047525
                     51,                0.54237,                0.47278,                0.98059,                0.83316,                0.74535,                0.82031,                0.68307,                0.72803,                 1.0321,                 1.0451,               0.053843,              0.0048425,              0.0048425
                     52,                0.47105,                0.49067,                0.88106,                0.85737,                0.71776,                0.81882,                0.66759,                0.78553,                0.99059,                 1.0827,               0.052932,              0.0049323,              0.0049323
                     53,                0.44606,                0.37233,                0.96959,                0.84183,                0.71494,                  0.797,                0.67603,                0.72671,                0.98962,                 1.0541,               0.052022,              0.0050219,              0.0050219
                     54,                0.48792,                0.46313,                 0.9503,                 0.8997,                0.66943,                0.79439,                0.64086,                0.81454,                 1.0534,                 1.0906,               0.051111,              0.0051113,              0.0051113
                     55,                0.57074,                0.50263,                0.98246,                0.92466,                 0.7327,                0.84907,                0.69094,                0.81174,                0.91469,                 1.0693,               0.050201,              0.0052005,              0.0052005
                     56,                0.55226,                0.47338,                0.97783,                0.90602,                0.70149,                0.80817,                0.67535,                0.74338,                 1.1392,                 1.0591,                0.04929,              0.0052895,              0.0052895
                     57,                0.50342,                0.47215,                0.93021,                0.91075,                0.79104,                0.85479,                0.70651,                0.73604,                0.88425,                 1.0485,               0.048378,              0.0053783,              0.0053783
                     58,                 0.4461,                0.47965,                0.89384,                 0.8949,                0.76119,                0.86221,                0.67528,                0.78024,                 1.0721,                 1.0486,               0.047467,               0.005467,               0.005467
                     59,                0.43135,                0.47931,                0.86287,                0.89121,                0.73366,                0.82771,                0.67677,                0.76232,                 1.0326,                 1.0797,               0.046555,              0.0055554,              0.0055554
                     60,                0.48533,                0.48708,                0.92392,                0.92218,                0.65672,                0.79362,                0.62816,                0.80346,                  1.213,                 1.0796,               0.045644,              0.0056436,              0.0056436
                     61,                0.53818,                0.46078,                0.90366,                0.93539,                0.62687,                0.77699,                0.62431,                0.81116,                 1.3142,                 1.1029,               0.044732,              0.0057316,              0.0057316
                     62,                0.56629,                0.51242,                 0.9191,                0.95578,                0.67164,                0.78876,                  0.632,                0.81498,                 1.2678,                 1.1097,               0.043819,              0.0058194,              0.0058194
                     63,                0.49837,                0.43093,                0.89092,                0.95528,                0.63778,                0.78697,                0.63686,                0.82791,                 1.4795,                 1.1034,               0.042907,              0.0059071,              0.0059071
                     64,                0.53719,                0.58317,                0.88435,                0.91911,                0.67845,                0.77168,                 0.6358,                0.76705,                 1.1977,                 1.0797,               0.041994,              0.0059945,              0.0059945
                     65,                0.48793,                0.60584,                0.92559,                0.93099,                0.65672,                0.75387,                0.63521,                0.72915,                 1.0842,                 1.0431,               0.041082,              0.0060817,              0.0060817
                     66,                0.47469,                0.41013,                0.90768,                0.92729,                0.73134,                0.77134,                0.64638,                0.72553,                 1.0958,                  1.039,               0.040169,              0.0061688,              0.0061688
                     67,                0.44334,                0.43361,                0.88868,                0.87595,                0.73784,                0.77407,                0.65792,                0.69303,                 1.0131,                 1.0152,               0.039256,              0.0062556,              0.0062556
                     68,                0.46158,                0.39507,                 0.8546,                0.84005,                0.70555,                0.75899,                0.62447,                0.74346,                 1.2034,                 1.0675,               0.038342,              0.0063422,              0.0063422
                     69,                0.49461,                0.61366,                0.90047,                0.91624,                0.65312,                0.72988,                0.61332,                0.72299,                 1.2015,                 1.0494,               0.037429,              0.0064287,              0.0064287
                     70,                0.38389,                 0.5487,                0.86788,                0.91349,                0.58209,                0.70775,                0.57472,                0.77005,                 1.3999,                 1.0996,               0.036515,              0.0065149,              0.0065149
                     71,                 0.4758,                0.51283,                0.86314,                0.95103,                0.57977,                0.75188,                0.62282,                0.78177,                 1.3226,                 1.0813,               0.035601,              0.0066009,              0.0066009
                     72,                0.44832,                0.51387,                0.88222,                0.95734,                0.66999,                0.79408,                0.62069,                0.79166,                 1.0291,                  1.098,               0.034687,              0.0066868,              0.0066868
                     73,                0.52786,                0.53285,                0.89331,                0.91503,                0.53731,                0.62841,                0.51855,                0.86947,                  1.517,                 1.1414,               0.033772,              0.0067724,              0.0067724
                     74,                0.48976,                0.66316,                0.90049,                0.76856,                0.56716,                 0.6036,                0.50693,                0.85845,                 1.8201,                 1.1422,               0.032858,              0.0068579,              0.0068579
                     75,                0.54647,                0.50417,                 0.9152,                0.69977,                0.38276,                0.41572,                0.35042,                 1.0394,                 2.3201,                 1.2808,               0.031943,              0.0069431,              0.0069431
                     76,                0.50501,                0.46114,                  0.892,                 0.8862,                0.38806,                 0.4545,                0.37927,                  1.015,                  2.045,                 1.2745,               0.031028,              0.0070282,              0.0070282
                     77,                0.51122,                0.43761,                0.90532,                0.89221,                0.26866,                0.32859,                0.25702,                 1.1555,                 2.7166,                 1.3525,               0.030113,               0.007113,               0.007113
                     78,                0.58365,                0.62819,                0.90452,                0.84555,                0.50746,                0.60401,                0.48948,                0.95669,                 1.4841,                 1.1768,               0.029198,              0.0071977,              0.0071977
                     79,                0.42985,                0.46561,                0.88057,                0.87111,                0.53731,                0.66849,                0.51986,                0.93132,                 1.3604,                 1.1465,               0.028282,              0.0072821,              0.0072821
                     80,                0.54473,                0.55346,                0.95995,                0.84327,                0.62687,                 0.6605,                0.51688,                0.87993,                 1.4072,                 1.1273,               0.027366,              0.0073664,              0.0073664
                     81,                0.50004,                0.42904,                0.91652,                0.90224,                0.55103,                0.66326,                0.50312,                0.95904,                 1.4765,                 1.1466,                0.02645,              0.0074505,              0.0074505
                     82,                0.65701,                0.66757,                0.90346,                0.79579,                0.74627,                0.76067,                0.58211,                0.83534,                 1.1435,                 1.0457,               0.025534,              0.0075343,              0.0075343
                     83,                0.50557,                0.51797,                0.87825,                0.80087,                0.62687,                0.66606,                0.54108,                 0.8496,                 1.6373,                 1.0814,               0.024618,               0.007618,               0.007618
                     84,                0.57112,                0.73647,                0.90216,                0.80766,                0.76119,                  0.786,                0.66721,                0.74457,                 1.0892,                 1.0468,               0.023701,              0.0077015,              0.0077015
                     85,                0.52302,                 0.5791,                0.90951,                0.87933,                0.65261,                0.76645,                0.63278,                0.81727,                 1.2384,                 1.0797,               0.022785,              0.0077847,              0.0077847
                     86,                0.42971,                0.52005,                0.88643,                0.78644,                0.77612,                0.79375,                0.65809,                0.74217,                 1.0639,                 1.0204,               0.021868,              0.0078678,              0.0078678
                     87,                0.47786,                0.45901,                0.86302,                0.78009,                0.63541,                  0.744,                0.61396,                0.76282,                 1.2485,                 1.0123,               0.020951,              0.0079507,              0.0079507
                     88,                0.55029,                0.56703,                0.89417,                0.79968,                0.64179,                0.69643,                0.57499,                0.79554,                 1.3292,                 1.0433,               0.020033,              0.0080333,              0.0080333
                     89,                0.57154,                 0.5568,                0.95035,                0.83011,                0.65635,                0.72561,                0.59116,                0.78128,                 1.1726,                 1.0372,               0.019116,              0.0081158,              0.0081158
                     90,                0.54891,                0.54397,                0.87913,                0.80509,                0.73988,                0.76418,                0.62541,                0.76822,                  1.056,                 1.0183,               0.018198,              0.0081981,              0.0081981
                     91,                0.54037,                0.46157,                0.89275,                0.84875,                0.70149,                0.76626,                0.61206,                0.85776,                 1.0404,                 1.0736,                0.01728,              0.0082802,              0.0082802
                     92,                0.44058,                0.49242,                0.84754,                0.93864,                0.68503,                0.75735,                0.59936,                0.85581,                 1.1165,                 1.0711,               0.016362,              0.0083621,              0.0083621
                     93,                 0.6384,                0.69592,                0.93585,                0.77789,                0.64179,                0.69722,                0.54494,                0.87143,                 1.4753,                 1.1281,               0.015444,              0.0084437,              0.0084437
                     94,                0.60653,                0.67923,                0.96641,                0.83751,                0.67164,                0.71906,                 0.5472,                 1.0026,                 1.2315,                 1.2197,               0.014525,              0.0085252,              0.0085252
                     95,                0.59346,                 0.5358,                0.92566,                0.87636,                0.64179,                0.74449,                0.54066,                 1.1181,                 1.3544,                 1.2245,               0.013607,              0.0086065,              0.0086065
                     96,                0.61162,                0.50688,                0.91135,                0.84977,                0.68657,                0.73968,                0.55954,                 1.0316,                 1.2433,                 1.2184,               0.012688,              0.0086876,              0.0086876
                     97,                0.56498,                0.48301,                0.93479,                0.91463,                 0.6397,                0.74956,                 0.5387,                 1.0784,                 1.3634,                 1.2205,               0.011769,              0.0087685,              0.0087685
                     98,                0.56122,                 0.5065,                0.90153,                0.81301,                0.64179,                0.68506,                0.50602,                 1.1329,                 1.5004,                 1.3268,               0.010849,              0.0088492,              0.0088492
                     99,                0.70596,                  0.703,                0.97026,                0.80973,                0.59701,                0.60916,                0.44464,                 1.2012,                 1.5372,                 1.3616,              0.0099297,              0.0089297,              0.0089297
                    100,                0.66452,                0.70858,                 1.0414,                0.76565,                0.64179,                0.66321,                0.48414,                  1.059,                 1.6877,                 1.2561,                0.00901,                0.00901,                0.00901
                    101,                0.65351,                 0.5781,                0.95372,                0.85936,                0.56716,                 0.5885,                0.47019,                 1.1608,                 1.8454,                 1.3467,                0.00901,                0.00901,                0.00901
                    102,                0.65208,                0.55224,                0.92812,                0.86883,                0.61194,                0.61355,                0.49272,                 1.0559,                 1.8086,                 1.2689,              0.0090001,              0.0090001,              0.0090001
                    103,                0.65537,                0.59901,                 1.0282,                0.85949,                0.63912,                0.64477,                0.49778,                0.98713,                 1.6727,                  1.207,              0.0089902,              0.0089902,              0.0089902
                    104,                0.59001,                 0.6715,                0.94547,                0.90733,                0.58457,                0.60947,                0.46209,                 1.0341,                 2.0831,                 1.2177,              0.0089803,              0.0089803,              0.0089803
                    105,                0.61247,                 0.7189,                0.97581,                0.91007,                0.52239,                0.54367,                0.39251,                  1.173,                 2.0745,                 1.3215,              0.0089704,              0.0089704,              0.0089704
                    106,                0.62497,                0.64805,                0.92048,                0.80739,                0.52239,                0.56105,                0.41464,                 1.1752,                 1.8289,                 1.3277,              0.0089605,              0.0089605,              0.0089605
                    107,                0.50961,                0.46891,                0.88112,                0.82753,                0.44776,                0.50759,                0.33636,                 1.3409,                 2.1764,                 1.3722,              0.0089506,              0.0089506,              0.0089506
                    108,                0.59757,                0.57218,                0.89657,                0.63312,                0.38806,                0.36754,                0.25673,                  1.424,                 2.7672,                 1.5094,              0.0089407,              0.0089407,              0.0089407
                    109,                0.67836,                0.60835,                0.98724,                0.70868,                0.37313,                0.37906,                0.24707,                 1.5891,                 2.9469,                 1.6047,              0.0089308,              0.0089308,              0.0089308
                    110,                0.59766,                0.59353,                0.89912,                 0.7896,                0.38806,                0.42675,                0.28461,                 1.3748,                 2.5862,                 1.4423,              0.0089209,              0.0089209,              0.0089209
                    111,                0.57661,                0.58791,                0.91813,                0.81401,                0.35821,                0.39725,                0.29991,                 1.2193,                 2.3464,                 1.3615,               0.008911,               0.008911,               0.008911
                    112,                0.64327,                0.59432,                 1.0186,                0.81874,                  0.472,                0.49218,                0.37941,                 1.1579,                 1.9695,                 1.2885,              0.0089011,              0.0089011,              0.0089011
                    113,                0.53998,                0.52663,                0.88092,                0.81779,                0.52239,                0.58018,                0.47321,                 1.0226,                 1.7804,                 1.2715,              0.0088912,              0.0088912,              0.0088912
                    114,                 0.7141,                0.64904,                0.98413,                0.78421,                0.59667,                0.63188,                0.51174,                0.99934,                 1.5367,                 1.2804,              0.0088813,              0.0088813,              0.0088813
                    115,                0.60634,                0.56138,                0.92135,                0.91561,                0.58209,                0.68512,                0.55672,                0.94618,                 1.4679,                  1.218,              0.0088714,              0.0088714,              0.0088714
                    116,                0.57828,                0.52788,                 0.9755,                0.90643,                 0.5784,                0.67966,                0.53014,                 0.9235,                 1.3167,                 1.2061,              0.0088615,              0.0088615,              0.0088615
                    117,                0.57915,                0.60067,                0.92564,                0.84706,                0.64179,                0.70558,                0.57707,                0.86211,                 1.8707,                 1.1364,              0.0088516,              0.0088516,              0.0088516
                    118,                0.70434,                 0.8012,                 1.0071,                 0.7806,                 0.6373,                0.68185,                0.48361,                 1.0667,                 1.5397,                 1.3235,              0.0088417,              0.0088417,              0.0088417
                    119,                0.50513,                0.56206,                0.91685,                0.77752,                0.68657,                0.72121,                0.53992,                0.97627,                 2.1199,                 1.2333,              0.0088318,              0.0088318,              0.0088318
                    120,                0.62507,                0.63509,                0.93694,                0.86008,                0.67164,                0.73774,                0.52029,                 1.0172,                 2.0346,                 1.2231,              0.0088219,              0.0088219,              0.0088219
                    121,                0.61227,                0.53615,                0.95097,                0.83159,                0.67164,                0.68939,                0.51506,                 0.9936,                 1.9991,                 1.1622,               0.008812,               0.008812,               0.008812
                    122,                0.55179,                0.54187,                0.93003,                 0.7911,                0.62687,                0.67655,                0.45026,                 1.0863,                 2.4331,                 1.2334,              0.0088021,              0.0088021,              0.0088021
                    123,                0.51934,                0.47619,                0.93244,                0.79845,                0.58209,                0.59626,                0.42662,                 1.0968,                 2.3619,                 1.2803,              0.0087922,              0.0087922,              0.0087922
                    124,                0.65859,                0.67079,                0.94058,                0.65306,                0.53731,                0.53262,                0.40438,                 0.9801,                 3.0024,                 1.2146,              0.0087823,              0.0087823,              0.0087823
                    125,                0.54354,                0.43407,                0.88862,                0.55966,                0.53731,                0.53046,                0.37531,                  1.162,                 2.5798,                 1.4099,              0.0087724,              0.0087724,              0.0087724
                    126,                0.57628,                0.52861,                0.90411,                0.48745,                0.41791,                 0.4005,                0.25315,                 1.1967,                  2.474,                 1.4784,              0.0087625,              0.0087625,              0.0087625
                    127,                0.58853,                0.52892,                0.91743,                0.51555,                0.38806,                0.39378,                0.28299,                 1.1783,                 2.3846,                 1.3754,              0.0087526,              0.0087526,              0.0087526
                    128,                0.62853,                0.55268,                0.92693,                0.66939,                0.49254,                0.52364,                 0.4216,                  1.077,                 1.7778,                 1.3455,              0.0087427,              0.0087427,              0.0087427
                    129,                0.63862,                0.59637,                 0.9794,                0.69974,                0.34328,                0.40155,                0.31528,                 1.2119,                 2.2823,                  1.409,              0.0087328,              0.0087328,              0.0087328
                    130,                0.65956,                0.66067,                0.94829,                 0.6125,                0.32836,                 0.3991,                0.31649,                 1.1724,                 2.3146,                 1.3837,              0.0087229,              0.0087229,              0.0087229
                    131,                0.67272,                0.61877,                0.94869,                0.65776,                0.35821,                0.43024,                0.34621,                 1.1891,                 2.2266,                  1.365,               0.008713,               0.008713,               0.008713
                    132,                0.59684,                0.58169,                0.92019,                0.52773,                0.53731,                 0.4828,                 0.3686,                 1.0428,                 1.8643,                 1.2384,              0.0087031,              0.0087031,              0.0087031
