                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.75066,                0.64295,                  1.073,                0.77163,                0.65561,                 0.7625,                0.52972,                  1.062,                 3.3466,                 1.7632,              0.0096535,              0.0096535,              0.0096535
                     37,                0.71465,                 0.6056,                 1.0496,                0.76024,                0.80455,                0.79713,                0.55702,                0.96497,                 3.3075,                 1.5156,              0.0096436,              0.0096436,              0.0096436
                     38,                0.72531,                0.59668,                 1.0608,                0.64026,                0.77612,                0.74533,                0.53486,                 1.0403,                 4.1581,                 1.6069,              0.0096337,              0.0096337,              0.0096337
                     39,                0.70994,                0.61881,                 1.0437,                0.71864,                0.76119,                0.78415,                0.56049,                0.94827,                 3.1103,                 1.6773,              0.0096238,              0.0096238,              0.0096238
                     40,                0.71308,                0.60949,                 1.0456,                0.27168,                0.40299,                0.24582,                0.17197,                 1.6896,                 6.4698,                 2.0304,              0.0096139,              0.0096139,              0.0096139
                     41,                0.68452,                0.55901,                 1.0354,                0.62754,                0.80597,                0.78338,                0.59004,                0.85107,                 4.6032,                 1.4153,               0.009604,               0.009604,               0.009604
                     42,                 0.6756,                0.54572,                 1.0452,                0.62295,                0.70149,                0.68231,                0.49196,                 1.0145,                 3.9145,                  1.534,              0.0095941,              0.0095941,              0.0095941
                     43,                0.69026,                0.59521,                 1.0425,                0.22818,                0.15005,                0.11457,                 0.0834,                 1.7418,                 5.0377,                 2.1708,              0.0095842,              0.0095842,              0.0095842
                     44,                0.68708,                0.56933,                  1.074,                 0.7584,                0.56716,                 0.6002,                0.44326,                0.95559,                 3.0202,                 1.5935,              0.0095743,              0.0095743,              0.0095743
                     45,                0.69062,                0.59783,                 1.0377,                0.45568,                0.32836,                0.36626,                 0.2046,                 1.7363,                 5.5261,                 2.2903,              0.0095644,              0.0095644,              0.0095644
                     46,                0.68146,                0.60187,                 1.0389,                0.76292,                0.67164,                0.72219,                 0.5312,                0.98833,                 3.2411,                 1.4883,              0.0095545,              0.0095545,              0.0095545
                     47,                0.66714,                0.53205,                 1.0142,                0.71555,                0.49254,                0.54976,                0.39222,                 1.3241,                 4.5328,                 1.9419,              0.0095446,              0.0095446,              0.0095446
                     48,                0.70746,                0.55754,                  1.079,                0.61103,                0.34328,                0.40411,                0.27548,                 1.3432,                 4.1346,                 1.6909,              0.0095347,              0.0095347,              0.0095347
                     49,                0.70157,                0.56801,                 1.0537,                0.80698,                0.74884,                0.82147,                0.63002,                0.87472,                 2.0875,                  1.363,              0.0095248,              0.0095248,              0.0095248
                     50,                0.70979,                 0.5971,                 1.0359,                0.55784,                0.69675,                0.72112,                0.55187,                 0.9209,                 4.9142,                 1.4529,              0.0095149,              0.0095149,              0.0095149
                     51,                0.67204,                0.56145,                  1.034,                0.64962,                0.76119,                0.77883,                0.58357,                0.98144,                 3.6301,                 1.5042,               0.009505,               0.009505,               0.009505
                     52,                0.71464,                0.53749,                 1.0488,                0.90371,                0.70039,                0.74577,                0.55313,                  1.007,                 2.2999,                 1.4682,              0.0094951,              0.0094951,              0.0094951
                     53,                0.67051,                0.56883,                 1.0069,                0.85779,                0.63023,                0.69278,                0.52133,                 1.0143,                 1.9031,                 1.6127,              0.0094852,              0.0094852,              0.0094852
                     54,                0.65639,                0.53953,                  1.036,                0.74486,                0.50746,                0.57751,                0.44488,                 1.1043,                 2.2112,                 1.5617,              0.0094753,              0.0094753,              0.0094753
                     55,                 0.6332,                0.50778,                0.99394,                0.98147,                0.79055,                0.85703,                 0.6732,                0.85885,                0.96605,                 1.3256,              0.0094654,              0.0094654,              0.0094654
                     56,                0.66244,                 0.5227,                 1.0326,                0.91739,                0.74627,                0.79686,                 0.5853,                0.95463,                 1.0191,                 1.3664,              0.0094555,              0.0094555,              0.0094555
                     57,                0.64494,                0.56179,                 1.0159,                0.79495,                0.74627,                0.76849,                 0.5532,                 1.0206,                  1.241,                 1.3852,              0.0094456,              0.0094456,              0.0094456
                     58,                0.70084,                0.55858,                 1.0579,                0.91295,                0.78271,                0.83364,                0.60802,                0.95516,                 2.3037,                 1.4526,              0.0094357,              0.0094357,              0.0094357
                     59,                0.63067,                0.53839,                0.99801,                0.50325,                0.28358,                0.28109,                 0.1871,                 1.3754,                 3.0041,                 1.7172,              0.0094258,              0.0094258,              0.0094258
                     60,                0.65657,                0.55059,                 1.0139,                0.83411,                0.50746,                0.60207,                0.39777,                 1.3145,                 1.7477,                 1.8077,              0.0094159,              0.0094159,              0.0094159
                     61,                0.63855,                0.50146,                 1.0305,                0.89829,                0.86567,                0.88785,                0.67729,                0.89224,                0.96029,                 1.3422,               0.009406,               0.009406,               0.009406
                     62,                0.64692,                0.50958,                  1.017,                0.87524,                0.71642,                0.81978,                0.58702,                0.97181,                 1.1207,                 1.4098,              0.0093961,              0.0093961,              0.0093961
                     63,                0.64808,                0.52309,                 1.0177,                0.81251,                 0.8409,                0.87643,                0.68231,                0.82162,                0.86004,                 1.2486,              0.0093862,              0.0093862,              0.0093862
                     64,                0.58958,                0.48931,                0.96734,                 0.9104,                0.59701,                0.71266,                0.56175,                0.92948,                 1.4848,                 1.4445,              0.0093763,              0.0093763,              0.0093763
                     65,                0.64544,                0.48762,                  1.014,                0.88714,                0.70399,                0.79133,                0.60606,                0.87629,                 1.3841,                 1.3477,              0.0093664,              0.0093664,              0.0093664
                     66,                0.61932,                0.48218,                0.99926,                 0.6548,                0.44776,                 0.4203,                0.33672,                 1.0909,                 2.1587,                 1.5229,              0.0093565,              0.0093565,              0.0093565
                     67,                0.59883,                 0.5392,                 1.0115,                0.83215,                0.73134,                0.80882,                0.62901,                0.91278,                 1.2302,                 1.3931,              0.0093466,              0.0093466,              0.0093466
                     68,                0.65316,                0.58921,                 1.0472,                0.83335,                0.82099,                0.84538,                0.64943,                0.90881,                0.98921,                 1.3339,              0.0093367,              0.0093367,              0.0093367
                     69,                0.61238,                0.55846,                0.99098,                 0.9291,                0.78246,                0.84264,                0.66154,                0.80473,                 0.8947,                  1.288,              0.0093268,              0.0093268,              0.0093268
                     70,                0.60652,                0.52105,                  1.009,                0.87373,                 0.8806,                0.89778,                0.72179,                 0.7746,                0.83309,                 1.2542,              0.0093169,              0.0093169,              0.0093169
                     71,                 0.6233,                0.52016,                 1.0083,                0.93718,                0.89077,                0.92556,                0.73754,                0.75566,                0.78812,                 1.2157,               0.009307,               0.009307,               0.009307
                     72,                0.60525,                0.50641,                 1.0031,                0.90512,                0.56957,                 0.7037,                0.56112,                0.94199,                 1.2074,                  1.422,              0.0092971,              0.0092971,              0.0092971
                     73,                0.58509,                0.46322,                0.99211,                0.51371,                0.38806,                0.39781,                0.31704,                 0.9599,                 2.1936,                 1.4343,              0.0092872,              0.0092872,              0.0092872
                     74,                0.62523,                0.49841,                 1.0154,                 0.9339,                0.84351,                0.86533,                0.70417,                0.76642,                0.78432,                 1.2575,              0.0092773,              0.0092773,              0.0092773
                     75,                0.59048,                0.45031,                0.98139,                0.83743,                0.76887,                0.83303,                0.65096,                  0.871,                 1.0166,                 1.3558,              0.0092674,              0.0092674,              0.0092674
                     76,                0.62189,                 0.4972,                0.99664,                0.43401,                0.40299,                0.34022,                0.26537,                 1.1812,                 2.5941,                 1.6691,              0.0092575,              0.0092575,              0.0092575
                     77,                0.62072,                0.50702,                 1.0134,                0.87106,                0.70585,                 0.8332,                0.66189,                0.83429,                0.96764,                 1.3168,              0.0092476,              0.0092476,              0.0092476
                     78,                 0.5726,                0.46742,                0.99602,                0.92466,                0.85075,                 0.8883,                0.70287,                0.81541,                0.89027,                 1.3184,              0.0092377,              0.0092377,              0.0092377
                     79,                0.56748,                0.46254,                0.97374,                0.89761,                0.85075,                0.90248,                0.73618,                0.76329,                0.76784,                 1.3215,              0.0092278,              0.0092278,              0.0092278
                     80,                 0.6089,                0.47241,                0.99733,                0.71092,                0.46269,                 0.5171,                0.35962,                 1.2386,                  1.985,                 1.5929,              0.0092179,              0.0092179,              0.0092179
                     81,                0.59717,                0.47596,                0.98287,                0.87583,                0.83582,                0.85351,                0.69405,                0.80337,                0.70544,                 1.3733,               0.009208,               0.009208,               0.009208
                     82,                0.59972,                0.47513,                 1.0092,                0.90234,                0.70149,                0.77481,                0.63309,                0.79917,                 0.9078,                 1.2264,              0.0091981,              0.0091981,              0.0091981
                     83,                0.60656,                0.51007,                 0.9852,                0.89057,                0.72881,                0.80509,                0.62878,                0.87313,                0.90851,                 1.3229,              0.0091882,              0.0091882,              0.0091882
                     84,                0.58612,                0.46586,                0.99541,                0.90532,                0.71361,                0.78792,                0.63066,                 0.9013,                 1.0249,                 1.3531,              0.0091783,              0.0091783,              0.0091783
                     85,                0.57248,                 0.4518,                0.96577,                0.80523,                0.74054,                0.74714,                0.59183,                0.99324,                 1.1002,                 1.4303,              0.0091684,              0.0091684,              0.0091684
                     86,                0.56536,                0.46332,                0.98013,                0.85785,                0.83582,                0.87825,                 0.6883,                0.79428,                0.77345,                 1.2872,              0.0091585,              0.0091585,              0.0091585
                     87,                0.58518,                0.46447,                0.96807,                0.85819,                0.81294,                0.87574,                0.69896,                0.75407,                0.77106,                 1.2693,              0.0091486,              0.0091486,              0.0091486
                     88,                0.57006,                0.47894,                 0.9727,                0.86069,                0.80597,                0.88172,                0.70388,                0.80446,                0.78528,                 1.3021,              0.0091387,              0.0091387,              0.0091387
                     89,                0.55627,                0.46599,                0.95107,                0.94242,                0.83582,                0.91092,                0.68428,                0.84355,                0.74792,                 1.3348,              0.0091288,              0.0091288,              0.0091288
                     90,                0.55123,                0.46603,                0.96652,                0.91783,                0.83356,                0.89855,                0.64126,                0.91913,                0.75906,                 1.4472,              0.0091189,              0.0091189,              0.0091189
                     91,                0.58104,                0.46875,                0.97857,                 0.8657,                0.86567,                 0.9194,                0.68642,                0.93655,                0.63853,                 1.4436,               0.009109,               0.009109,               0.009109
                     92,                0.61433,                0.49424,                 1.0033,                0.87952,                 0.8209,                0.88819,                0.69301,                0.77424,                0.74698,                 1.2424,              0.0090991,              0.0090991,              0.0090991
                     93,                 0.5704,                0.45102,                0.95907,                0.91152,                0.76889,                0.82811,                0.64336,                0.92441,                 1.1833,                 1.3965,              0.0090892,              0.0090892,              0.0090892
                     94,                0.57163,                0.46383,                0.97673,                0.92052,                0.55224,                 0.6917,                0.52767,                0.98263,                  1.328,                 1.4252,              0.0090793,              0.0090793,              0.0090793
                     95,                0.59142,                0.46757,                0.99746,                0.92251,                 0.8209,                0.88191,                0.67461,                 0.8601,                0.73233,                 1.3287,              0.0090694,              0.0090694,              0.0090694
                     96,                0.54114,                0.42889,                0.95617,                 0.8739,                0.41382,                0.51274,                0.42447,                0.98298,                 1.7068,                 1.5133,              0.0090595,              0.0090595,              0.0090595
                     97,                0.54122,                0.47837,                0.96595,                0.88008,                 0.7668,                0.83013,                0.64172,                0.82565,                0.87662,                 1.2784,              0.0090496,              0.0090496,              0.0090496
                     98,                0.57074,                0.47219,                0.96441,                0.91331,                0.78632,                0.83489,                0.66129,                0.71454,                0.80048,                  1.175,              0.0090397,              0.0090397,              0.0090397
                     99,                0.52822,                0.47253,                0.96453,                0.87281,                0.81939,                0.82855,                0.61915,                0.85499,                0.80017,                 1.3943,              0.0090298,              0.0090298,              0.0090298
                    100,                0.55244,                0.43868,                0.95633,                0.86476,                0.67164,                0.72691,                0.59664,                0.85335,                  1.206,                 1.2675,              0.0090199,              0.0090199,              0.0090199
                    101,                0.55702,                0.45846,                 0.9745,                0.93147,                0.65672,                0.70595,                0.56806,                0.97523,                 1.0709,                 1.4551,                0.00901,                0.00901,                0.00901
                    102,                0.54958,                0.47256,                0.96763,                0.93207,                0.81915,                0.87972,                0.68574,                0.81501,                0.67097,                 1.3688,              0.0090001,              0.0090001,              0.0090001
                    103,                0.53142,                0.43591,                0.96154,                0.92726,                0.83582,                0.86972,                 0.7151,                0.74834,                0.74406,                 1.2778,              0.0089902,              0.0089902,              0.0089902
                    104,                0.51937,                0.43185,                0.96665,                0.86083,                0.83582,                0.86639,                 0.7078,                0.77536,                0.80661,                 1.2574,              0.0089803,              0.0089803,              0.0089803
                    105,                 0.5122,                0.43168,                0.93215,                0.84966,                0.86567,                0.89331,                0.71697,                0.76258,                0.64275,                 1.2887,              0.0089704,              0.0089704,              0.0089704
                    106,                 0.5438,                 0.4674,                0.98808,                0.90999,                 0.8209,                0.89298,                0.70857,                0.80115,                0.71643,                 1.3018,              0.0089605,              0.0089605,              0.0089605
                    107,                0.57035,                0.47377,                 1.0107,                0.89779,                0.78667,                0.85527,                0.67365,                0.80598,                0.84992,                 1.3238,              0.0089506,              0.0089506,              0.0089506
                    108,                0.54357,                 0.4655,                0.98808,                0.92929,                 0.8209,                0.89109,                0.68099,                0.82056,                0.75689,                 1.3379,              0.0089407,              0.0089407,              0.0089407
                    109,                0.51981,                0.44192,                0.96952,                0.85437,                0.87565,                0.90507,                 0.7099,                 0.7835,                0.69643,                 1.3101,              0.0089308,              0.0089308,              0.0089308
                    110,                0.54856,                0.45193,                0.97681,                0.84258,                 0.8788,                0.89295,                0.69405,                0.87478,                0.71482,                 1.3379,              0.0089209,              0.0089209,              0.0089209
                    111,                0.58942,                0.45514,                 1.0122,                0.94376,                0.86567,                0.90162,                0.70803,                0.77787,                0.67862,                 1.2878,               0.008911,               0.008911,               0.008911
                    112,                0.53623,                0.45737,                0.96112,                 0.9409,                 0.8209,                0.89967,                0.71652,                0.72798,                 0.6262,                 1.2255,              0.0089011,              0.0089011,              0.0089011
                    113,                0.51714,                0.42751,                0.94343,                0.89917,                 0.7987,                 0.8972,                0.69528,                0.75974,                 0.6879,                 1.2648,              0.0088912,              0.0088912,              0.0088912
                    114,                0.52398,                0.44502,                0.94985,                0.91614,                0.81537,                0.90217,                0.71783,                0.72605,                0.65231,                 1.2099,              0.0088813,              0.0088813,              0.0088813
                    115,                0.50291,                0.40026,                0.92826,                0.77975,                0.85075,                0.84001,                0.67263,                0.75974,                0.81957,                 1.2119,              0.0088714,              0.0088714,              0.0088714
                    116,                0.53836,                0.42546,                0.96048,                0.87366,                0.82572,                0.87668,                0.72175,                0.72044,                0.71741,                 1.1895,              0.0088615,              0.0088615,              0.0088615
                    117,                0.52675,                0.41693,                0.96466,                0.88047,                0.74627,                 0.8467,                0.66894,                0.77227,                0.79484,                  1.205,              0.0088516,              0.0088516,              0.0088516
                    118,                0.56115,                0.45455,                0.98647,                0.92229,                0.70862,                0.82965,                0.63479,                0.85906,                0.84755,                 1.2795,              0.0088417,              0.0088417,              0.0088417
                    119,                0.51445,                0.40726,                 0.9405,                0.90516,                0.76119,                0.83966,                0.69726,                0.75402,                0.78427,                 1.2035,              0.0088318,              0.0088318,              0.0088318
                    120,                0.52894,                0.41083,                0.95554,                0.89363,                0.79104,                0.85628,                0.68302,                0.81376,                0.70645,                 1.3163,              0.0088219,              0.0088219,              0.0088219
                    121,                0.49259,                0.39055,                0.94506,                0.85962,                0.76119,                 0.8122,                0.62277,                0.94695,                0.91079,                 1.4265,               0.008812,               0.008812,               0.008812
                    122,                 0.5151,                0.41214,                0.94083,                0.90702,                0.80597,                0.85757,                0.66521,                0.85114,                0.76227,                 1.4003,              0.0088021,              0.0088021,              0.0088021
                    123,                0.52312,                0.45166,                0.96979,                0.84587,                0.81913,                0.82651,                0.64383,                0.84105,                 0.7458,                 1.3448,              0.0087922,              0.0087922,              0.0087922
                    124,                0.50103,                0.40714,                 0.9268,                0.90183,                0.85075,                0.90646,                0.75203,                0.74217,                0.62069,                 1.2812,              0.0087823,              0.0087823,              0.0087823
                    125,                0.49892,                0.43193,                0.93109,                0.96011,                0.79104,                0.88614,                0.72248,                0.75705,                0.68493,                 1.2371,              0.0087724,              0.0087724,              0.0087724
                    126,                 0.4887,                0.41134,                0.94146,                0.86566,                0.89552,                0.90282,                0.72278,                0.76962,                0.58148,                 1.2546,              0.0087625,              0.0087625,              0.0087625
                    127,                0.53174,                0.40666,                 0.9558,                0.95697,                0.77612,                0.86809,                0.69057,                0.78078,                0.70313,                  1.291,              0.0087526,              0.0087526,              0.0087526
                    128,                0.50314,                0.38332,                0.95049,                0.91815,                0.73134,                  0.794,                0.61946,                0.85903,                0.80855,                 1.3921,              0.0087427,              0.0087427,              0.0087427
                    129,                0.51084,                0.39483,                0.95838,                0.96134,                0.74234,                0.80425,                0.63545,                 0.8017,                0.75708,                 1.3319,              0.0087328,              0.0087328,              0.0087328
                    130,                 0.5002,                0.38378,                0.96462,                0.92834,                0.86567,                0.86084,                0.70911,                0.74179,                 0.6523,                  1.221,              0.0087229,              0.0087229,              0.0087229
                    131,                0.51596,                 0.3714,                0.98116,                0.96049,                0.79104,                0.84146,                0.69353,                0.79906,                0.71963,                 1.3178,               0.008713,               0.008713,               0.008713
                    132,                0.53655,                0.42562,                0.96728,                0.88784,                0.79104,                0.84318,                0.70672,                 0.7102,                0.75348,                   1.21,              0.0087031,              0.0087031,              0.0087031
