                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                0.46426,                0.41961,                0.93673,                0.91756,                0.83061,                0.87544,                0.68613,                0.74904,                0.68893,                 1.2523,              0.0089605,              0.0089605,              0.0089605
                    107,                0.60203,                 0.4321,                 1.0524,                 0.9077,                0.80597,                0.83344,                0.66359,                0.75715,                0.85454,                   1.21,              0.0089506,              0.0089506,              0.0089506
                    108,                0.56005,                0.45785,                 1.0162,                0.90194,                0.82373,                0.85993,                0.67981,                0.81576,                0.82715,                 1.2823,              0.0089407,              0.0089407,              0.0089407
                    109,                 0.4985,                0.39166,                0.96284,                0.88312,                0.79104,                0.83616,                0.67443,                0.81849,                0.86805,                 1.3181,              0.0089308,              0.0089308,              0.0089308
                    110,                0.57131,                0.50055,                0.98651,                0.86079,                0.73836,                0.78781,                0.66065,                0.77014,                0.95236,                 1.2675,              0.0089209,              0.0089209,              0.0089209
                    111,                0.50985,                0.37921,                 0.9686,                0.91815,                0.71642,                0.81135,                0.62288,                0.91518,                 0.9749,                 1.3101,               0.008911,               0.008911,               0.008911
                    112,                0.50333,                 0.4052,                0.97778,                0.85672,                0.85075,                0.86585,                0.67885,                0.74541,                 0.6745,                 1.2762,              0.0089011,              0.0089011,              0.0089011
                    113,                0.46136,                 0.3922,                0.92509,                0.91356,                0.78875,                 0.8322,                0.67208,                0.77294,                0.82073,                 1.2195,              0.0088912,              0.0088912,              0.0088912
                    114,                0.51309,                0.43514,                0.92697,                 0.9281,                0.83582,                0.90254,                0.71239,                0.70561,                0.72067,                 1.2287,              0.0088813,              0.0088813,              0.0088813
                    115,                0.49713,                0.40552,                0.95241,                0.88665,                0.81726,                0.91006,                0.73743,                 0.7181,                0.68524,                 1.2155,              0.0088714,              0.0088714,              0.0088714
                    116,                0.48394,                0.38668,                0.94469,                0.93758,                0.80597,                0.91162,                0.75807,                0.68382,                0.55639,                 1.1913,              0.0088615,              0.0088615,              0.0088615
                    117,                0.47523,                0.40773,                0.95243,                0.91718,                0.82651,                0.91732,                0.73912,                0.69831,                0.64704,                 1.1961,              0.0088516,              0.0088516,              0.0088516
                    118,                 0.4698,                0.38628,                0.90504,                0.94703,                0.80055,                0.89435,                0.72321,                0.72849,                0.74386,                 1.2041,              0.0088417,              0.0088417,              0.0088417
                    119,                 0.5072,                0.39959,                0.96048,                0.92352,                0.80597,                0.92391,                0.72492,                0.74182,                0.70581,                 1.2194,              0.0088318,              0.0088318,              0.0088318
                    120,                0.50909,                0.43755,                0.93694,                0.96089,                0.80597,                0.89473,                0.69939,                0.77066,                0.73998,                  1.252,              0.0088219,              0.0088219,              0.0088219
                    121,                0.46054,                0.39179,                0.95386,                0.88118,                 0.7748,                0.84794,                0.63043,                  0.875,                0.85314,                 1.3222,               0.008812,               0.008812,               0.008812
                    122,                0.48121,                0.35612,                0.93563,                0.90902,                 0.7456,                0.82224,                0.63614,                0.81922,                0.82041,                 1.2938,              0.0088021,              0.0088021,              0.0088021
                    123,                0.51622,                0.41672,                0.95018,                 0.8655,                 0.8806,                 0.8972,                0.70602,                0.71758,                0.62163,                 1.2295,              0.0087922,              0.0087922,              0.0087922
                    124,                0.50104,                0.42162,                0.91351,                0.89133,                0.86567,                0.87708,                0.71294,                 0.7125,                0.64018,                 1.1927,              0.0087823,              0.0087823,              0.0087823
                    125,                0.48818,                0.39834,                0.92743,                0.91235,                 0.8209,                 0.8799,                0.73187,                0.74297,                0.62584,                 1.1819,              0.0087724,              0.0087724,              0.0087724
                    126,                0.48181,                 0.4163,                0.94249,                0.92839,                0.77399,                0.85028,                0.69333,                0.81594,                0.84973,                 1.2696,              0.0087625,              0.0087625,              0.0087625
                    127,                0.47953,                0.38694,                0.92681,                0.90243,                0.82837,                0.86952,                0.71995,                0.69645,                0.65159,                 1.2204,              0.0087526,              0.0087526,              0.0087526
                    128,                 0.5261,                0.38427,                0.95592,                  0.888,                0.74627,                0.79445,                0.62541,                0.87397,                0.99099,                 1.3617,              0.0087427,              0.0087427,              0.0087427
                    129,                0.48652,                0.35977,                 0.9423,                 0.8497,                0.83582,                0.87703,                0.70378,                0.73002,                0.64838,                  1.243,              0.0087328,              0.0087328,              0.0087328
                    130,                0.54987,                0.41204,                0.98995,                0.87196,                0.79104,                0.85335,                0.67276,                0.74277,                0.72056,                 1.3068,              0.0087229,              0.0087229,              0.0087229
                    131,                0.52384,                0.41926,                0.99251,                0.92617,                0.79104,                0.86151,                0.69386,                0.80154,                0.69212,                 1.3599,               0.008713,               0.008713,               0.008713
                    132,                0.47204,                0.35947,                0.94446,                0.92548,                0.76119,                0.86378,                0.68353,                0.84061,                 0.7718,                 1.2908,              0.0087031,              0.0087031,              0.0087031
